Location,Location_2,n_samples,mean_accuracy,ci_lower,ci_upper
ctx-rh-medialorbitofrontal,ctx-lh-superiortemporal,22,0.62,0.4295170809013101,0.8026679532963388
ctx-rh-medialorbitofrontal,ctx-rh-insula,60,0.7333333333333334,0.6099128690331636,0.8286735999671945
ctx-rh-medialorbitofrontal,ctx-rh-precentral,30,0.8,0.6269430358685175,0.9049489282271013
ctx-rh-medialorbitofrontal,Right-Hippocampus,42,0.6222222222222222,0.4681404026715268,0.7500027423604485
ctx-rh-parstriangularis,ctx-rh-postcentral,24,0.6599999999999999,0.46706316838131734,0.8202780967270225
ctx-rh-insula,ctx-rh-medialorbitofrontal,60,0.7666666666666666,0.6456372962239805,0.8556043826335717
ctx-rh-insula,ctx-rh-postcentral,60,0.7333333333333333,0.6099128690331636,0.8286735999671945
ctx-rh-insula,ctx-rh-superiortemporal,380,0.7052631578947369,0.657552147203846,0.7488656495586269
ctx-rh-parsopercularis,ctx-rh-precentral,20,0.65,0.43285427668523624,0.818808175898918
ctx-rh-parsopercularis,ctx-rh-superiortemporal,76,0.6549999999999999,0.5459589781543772,0.7546367318250531
ctx-rh-postcentral,ctx-rh-parstriangularis,24,0.7,0.5083230633550336,0.8508535180303914
ctx-rh-postcentral,ctx-rh-insula,60,0.6833333333333333,0.5576623297382322,0.7869413244763348
ctx-rh-postcentral,ctx-rh-precentral,30,0.6666666666666666,0.48780051644543837,0.8076950191632386
ctx-rh-postcentral,ctx-rh-superiortemporal,114,0.6920948616600789,0.6031740428559286,0.7702089790476766
ctx-rh-postcentral,ctx-rh-inferiortemporal,30,0.6666666666666667,0.48780051644543837,0.8076950191632386
ctx-rh-precentral,ctx-rh-medialorbitofrontal,30,0.7333333333333333,0.555520383048111,0.8581733668040368
ctx-rh-precentral,ctx-rh-parsopercularis,20,0.6,0.3865815007622531,0.781193467627183
ctx-rh-precentral,ctx-rh-postcentral,30,0.7333333333333333,0.555520383048111,0.8581733668040368
ctx-rh-precentral,ctx-rh-inferiortemporal,50,0.6599999999999999,0.521538260502326,0.775630507774999
ctx-rh-superiortemporal,ctx-rh-insula,380,0.7447368421052631,0.6986006284157239,0.7859744369549168
ctx-rh-superiortemporal,ctx-rh-parsopercularis,76,0.6849999999999999,0.5730035365466362,0.7776914584293659
ctx-rh-superiortemporal,ctx-rh-postcentral,114,0.7201581027667985,0.6307060939760731,0.7935927945507508
Right-Hippocampus,ctx-rh-medialorbitofrontal,42,0.6916666666666667,0.5397400606391092,0.8092889714120513
ctx-rh-inferiortemporal,ctx-rh-postcentral,30,0.7,0.5212421254128503,0.833352517317562
ctx-rh-inferiortemporal,ctx-rh-precentral,50,0.6599999999999999,0.521538260502326,0.775630507774999
ctx-rh-inferiortemporal,ctx-rh-bankssts,30,0.8,0.6269430358685175,0.9049489282271013
ctx-rh-inferiortemporal,ctx-rh-inferiorparietal,30,0.7,0.5212421254128503,0.833352517317562
ctx-rh-bankssts,ctx-rh-inferiortemporal,30,0.6,0.42320360253322475,0.7540937188319815
ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,30,0.5999999999999999,0.42320360253322475,0.7540937188319815
ctx-lh-entorhinal,ctx-lh-superiorfrontal,20,0.75,0.5312991223812559,0.8881382985923344
ctx-lh-entorhinal,ctx-rh-superiorfrontal,24,0.71,0.5083230633550336,0.8508535180303914
ctx-lh-insula,ctx-lh-isthmuscingulate,52,0.7872727272727273,0.6596789537149542,0.8775562946751251
ctx-lh-insula,ctx-lh-inferiorparietal,92,0.8257309941520468,0.7360155731778724,0.8900183033749829
ctx-lh-insula,ctx-lh-precentral,36,0.8642857142857142,0.713404696106438,0.9391818499086717
ctx-lh-insula,ctx-lh-postcentral,68,0.9,0.8024208869063436,0.949234228210071
ctx-lh-insula,ctx-lh-superiorfrontal,100,0.85,0.7671644040916763,0.9069401471634337
ctx-lh-insula,ctx-rh-rostralanteriorcingulate,40,0.875,0.738878801611489,0.945404997490546
ctx-lh-insula,ctx-rh-superiorfrontal,120,0.9,0.833318258891048,0.9418664079739892
ctx-lh-insula,ctx-lh-posteriorcingulate,34,0.7333333333333333,0.5688285871705533,0.8539880932278826
ctx-lh-insula,ctx-rh-posteriorcingulate,20,0.7,0.48102718164647645,0.8545227551323957
ctx-lh-superiortemporal,ctx-lh-isthmuscingulate,52,0.8472727272727273,0.7247591482358985,0.9199231498321968
ctx-lh-superiortemporal,ctx-lh-inferiorparietal,82,0.8169117647058822,0.7198781157085605,0.8858897814635709
ctx-lh-superiortemporal,ctx-lh-postcentral,64,0.8128205128205128,0.7002563943589847,0.8893535682705119
ctx-lh-superiortemporal,ctx-lh-superiorfrontal,140,0.8714285714285713,0.8059161413401259,0.9171021098140244
ctx-lh-superiortemporal,ctx-rh-rostralanteriorcingulate,56,0.8227272727272726,0.7015881796334894,0.900001432475877
ctx-lh-superiortemporal,ctx-rh-superiorfrontal,168,0.9174688057040999,0.8649917781202374,0.9497126649215393
ctx-lh-superiortemporal,ctx-lh-posteriorcingulate,32,0.780952380952381,0.6124500635075647,0.8897616374739581
ctx-lh-superiortemporal,ctx-rh-posteriorcingulate,28,0.7133333333333333,0.5294071156670428,0.8474600394333092
ctx-lh-middletemporal,ctx-lh-isthmuscingulate,36,0.75,0.5892954623327165,0.8624952233700518
ctx-lh-middletemporal,ctx-lh-inferiorparietal,36,0.8321428571428573,0.6810920568872053,0.921295524049819
ctx-lh-middletemporal,ctx-lh-postcentral,36,0.7821428571428571,0.6191529705388181,0.8828366802420353
ctx-lh-middletemporal,ctx-rh-posteriorcingulate,36,0.8071428571428572,0.6497195700482261,0.9024690458107127
Left-Hippocampus,ctx-lh-superiorfrontal,80,0.8375,0.7415709565930229,0.9025018059704963
ctx-lh-parahippocampal,ctx-lh-superiorfrontal,20,0.65,0.43285427668523624,0.818808175898918
ctx-lh-fusiform,ctx-lh-superiorfrontal,40,0.8,0.652426936536005,0.895000102745623
ctx-lh-lateralorbitofrontal,ctx-lh-isthmuscingulate,36,0.8357142857142857,0.6810920568872053,0.921295524049819
ctx-lh-lateralorbitofrontal,ctx-lh-inferiorparietal,36,0.8071428571428572,0.6497195700482261,0.9024690458107127
ctx-lh-lateralorbitofrontal,ctx-lh-postcentral,36,0.8035714285714286,0.6497195700482261,0.9024690458107127
ctx-lh-lateralorbitofrontal,ctx-rh-rostralanteriorcingulate,72,0.8047619047619048,0.6996724105411147,0.8804852062054944
ctx-lh-lateralorbitofrontal,ctx-rh-superiorfrontal,216,0.8842494714587736,0.8347261879943391,0.9203634156249312
ctx-lh-lateralorbitofrontal,ctx-rh-posteriorcingulate,36,0.6928571428571428,0.5314372714948966,0.8199554840517008
ctx-lh-parstriangularis,ctx-lh-isthmuscingulate,20,0.65,0.43285427668523624,0.818808175898918
ctx-lh-parstriangularis,ctx-lh-inferiorparietal,20,0.65,0.43285427668523624,0.818808175898918
ctx-lh-parstriangularis,ctx-lh-postcentral,20,0.85,0.639581135259243,0.9476312541037833
ctx-lh-parstriangularis,ctx-rh-rostralanteriorcingulate,40,0.925,0.8013576647568946,0.9741639742254119
ctx-lh-parstriangularis,ctx-rh-superiorfrontal,120,0.8416666666666666,0.7659066765413198,0.8962302264058994
ctx-lh-parstriangularis,ctx-rh-posteriorcingulate,20,0.85,0.639581135259243,0.9476312541037833
ctx-lh-parsopercularis,ctx-lh-isthmuscingulate,28,0.7133333333333333,0.5294071156670428,0.8474600394333092
ctx-lh-parsopercularis,ctx-lh-inferiorparietal,38,0.8178571428571428,0.6658114192886859,0.9077823481477874
ctx-lh-parsopercularis,ctx-lh-supramarginal,30,0.7333333333333333,0.555520383048111,0.8581733668040368
ctx-lh-parsopercularis,ctx-lh-precentral,24,0.8800000000000001,0.6899611872949992,0.9565566591987656
ctx-lh-parsopercularis,ctx-lh-postcentral,32,0.7238095238095238,0.5462549057408341,0.8443541950225724
ctx-lh-parsopercularis,ctx-lh-superiorfrontal,100,0.85,0.7671644040916763,0.9069401471634337
ctx-lh-parsopercularis,ctx-rh-rostralanteriorcingulate,40,0.925,0.8013576647568946,0.9741639742254119
ctx-lh-parsopercularis,ctx-rh-superiorfrontal,120,0.85,0.775324706432755,0.9029618770741527
ctx-lh-parsopercularis,ctx-rh-posteriorcingulate,20,0.75,0.5312991223812559,0.8881382985923344
ctx-lh-isthmuscingulate,ctx-lh-insula,52,0.8254545454545454,0.702691358755192,0.9061752560868979
ctx-lh-isthmuscingulate,ctx-lh-superiortemporal,52,0.7709090909090909,0.6386621744190016,0.8627573907450726
ctx-lh-isthmuscingulate,ctx-lh-middletemporal,36,0.8857142857142858,0.7468519140963513,0.9559335969968435
ctx-lh-isthmuscingulate,ctx-lh-lateralorbitofrontal,36,0.7714285714285715,0.6191529705388181,0.8828366802420353
ctx-lh-isthmuscingulate,ctx-lh-parstriangularis,20,0.75,0.5312991223812559,0.8881382985923344
ctx-lh-isthmuscingulate,ctx-lh-parsopercularis,28,0.64,0.4583030651442781,0.7929417049226233
ctx-lh-isthmuscingulate,ctx-lh-isthmuscingulate,40,0.775,0.6249690325768998,0.8768390867645927
ctx-lh-isthmuscingulate,ctx-lh-inferiorparietal,80,0.8375,0.7415709565930229,0.9025018059704963
ctx-lh-isthmuscingulate,ctx-lh-precentral,24,0.66,0.46706316838131734,0.8202780967270225
ctx-lh-isthmuscingulate,ctx-lh-postcentral,56,0.8560606060606061,0.7426407877129466,0.9257921146307937
ctx-lh-isthmuscingulate,ctx-lh-superiorfrontal,40,0.75,0.5980603857923197,0.858128813609037
ctx-lh-isthmuscingulate,ctx-rh-superiorfrontal,48,0.731111111111111,0.5900303501775938,0.8343404237254356
ctx-lh-isthmuscingulate,ctx-lh-posteriorcingulate,28,0.7133333333333333,0.5294071156670428,0.8474600394333092
ctx-lh-inferiorparietal,ctx-lh-insula,92,0.8906432748538012,0.8113621754329581,0.9398784764304682
ctx-lh-inferiorparietal,ctx-lh-superiortemporal,82,0.8529411764705882,0.7614058151019909,0.9142583778976943
ctx-lh-inferiorparietal,ctx-lh-middletemporal,36,0.7464285714285716,0.5892954623327165,0.8624952233700518
ctx-lh-inferiorparietal,ctx-lh-lateralorbitofrontal,36,0.9178571428571429,0.7817330875072737,0.9712513886640066
ctx-lh-inferiorparietal,ctx-lh-parstriangularis,20,0.75,0.5312991223812559,0.8881382985923344
ctx-lh-inferiorparietal,ctx-lh-parsopercularis,38,0.8142857142857143,0.6658114192886859,0.9077823481477874
ctx-lh-inferiorparietal,ctx-lh-isthmuscingulate,80,0.8,0.6995375627182917,0.8729715595603921
ctx-lh-inferiorparietal,ctx-lh-inferiorparietal,170,0.8235294117647058,0.7592618409609785,0.8734986106954795
ctx-lh-inferiorparietal,ctx-lh-transversetemporal,22,0.82,0.6148339256287345,0.9269311541657794
ctx-lh-inferiorparietal,ctx-lh-precentral,44,0.7527777777777777,0.6055943364104085,0.8542578617103512
ctx-lh-inferiorparietal,ctx-lh-postcentral,116,0.8876811594202898,0.8176656894377011,0.9333265037953379
ctx-lh-inferiorparietal,ctx-lh-superiorfrontal,40,0.775,0.6249690325768998,0.8768390867645927
ctx-lh-inferiorparietal,ctx-rh-superiorfrontal,48,0.8133333333333332,0.680601328507153,0.8980860904515235
ctx-lh-inferiorparietal,ctx-lh-posteriorcingulate,58,0.796969696969697,0.6723078207851659,0.8774851603050945
ctx-lh-supramarginal,ctx-lh-parsopercularis,30,0.8,0.6269430358685175,0.9049489282271013
ctx-lh-supramarginal,ctx-lh-superiorfrontal,60,0.75,0.6276792992295218,0.8422347746994333
ctx-lh-supramarginal,ctx-rh-rostralanteriorcingulate,24,0.8400000000000001,0.6414692935030094,0.9332132367136706
ctx-lh-supramarginal,ctx-rh-superiorfrontal,72,0.8476190476190476,0.7467771063249946,0.912492912705243
ctx-lh-transversetemporal,ctx-lh-inferiorparietal,22,0.67,0.47318597741042745,0.8363940681864375
ctx-lh-transversetemporal,ctx-lh-superiorfrontal,20,0.75,0.5312991223812559,0.8881382985923344
ctx-lh-transversetemporal,ctx-rh-superiorfrontal,24,0.72,0.5083230633550336,0.8508535180303914
ctx-lh-precentral,ctx-lh-insula,36,0.8321428571428573,0.6810920568872053,0.921295524049819
ctx-lh-precentral,ctx-lh-parsopercularis,24,0.7100000000000001,0.5083230633550336,0.8508535180303914
ctx-lh-precentral,ctx-lh-isthmuscingulate,24,0.6300000000000001,0.42709962442674265,0.7884063244045123
ctx-lh-precentral,ctx-lh-inferiorparietal,44,0.7722222222222223,0.6300764193536366,0.8715805240508285
ctx-lh-precentral,ctx-lh-postcentral,32,0.8142857142857143,0.6469084479862404,0.9111045531043405
ctx-lh-precentral,ctx-rh-superiorfrontal,48,0.8577777777777778,0.728328234752537,0.9275175067339629
ctx-lh-postcentral,ctx-lh-insula,68,0.8263736263736264,0.7163955959225665,0.8960641275056231
ctx-lh-postcentral,ctx-lh-superiortemporal,64,0.8435897435897436,0.7357193822745122,0.912851576617934
ctx-lh-postcentral,ctx-lh-middletemporal,36,0.8571428571428571,0.713404696106438,0.9391818499086717
ctx-lh-postcentral,ctx-lh-lateralorbitofrontal,36,0.8571428571428573,0.713404696106438,0.9391818499086717
ctx-lh-postcentral,ctx-lh-parstriangularis,20,0.8,0.5839825677481064,0.919342337420202
ctx-lh-postcentral,ctx-lh-parsopercularis,32,0.7571428571428572,0.5789344100575551,0.8674759908149097
ctx-lh-postcentral,ctx-lh-isthmuscingulate,56,0.8045454545454547,0.681553923735416,0.8866140432567635
ctx-lh-postcentral,ctx-lh-inferiorparietal,116,0.8797101449275363,0.8075734431935786,0.9267300346342817
ctx-lh-postcentral,ctx-lh-precentral,32,0.780952380952381,0.6124500635075647,0.8897616374739581
ctx-lh-postcentral,ctx-lh-postcentral,80,0.8875,0.7998178190762711,0.9396731305336953
ctx-lh-postcentral,ctx-lh-superiorfrontal,40,0.775,0.6249690325768998,0.8768390867645927
ctx-lh-postcentral,ctx-rh-superiorfrontal,48,0.7533333333333332,0.6121562719049203,0.850793663262021
ctx-lh-postcentral,ctx-lh-posteriorcingulate,40,0.8,0.652426936536005,0.895000102745623
ctx-lh-medialorbitofrontal,ctx-lh-superiorfrontal,20,0.6,0.3865815007622531,0.781193467627183
ctx-lh-medialorbitofrontal,ctx-rh-superiorfrontal,24,0.96,0.7975819352134407,0.9926065438344943
ctx-lh-rostralanteriorcingulate,ctx-lh-superiorfrontal,60,0.8333333333333333,0.7196838683638547,0.9068682302080855
ctx-lh-rostralanteriorcingulate,ctx-rh-rostralanteriorcingulate,24,0.9099999999999999,0.741511978067893,0.9768411847029567
ctx-lh-rostralanteriorcingulate,ctx-rh-superiorfrontal,72,0.8457142857142858,0.7467771063249946,0.912492912705243
ctx-lh-superiorfrontal,ctx-lh-entorhinal,20,0.75,0.5312991223812559,0.8881382985923344
ctx-lh-superiorfrontal,ctx-lh-insula,100,0.8600000000000001,0.7786281178903616,0.9147365634006086
ctx-lh-superiorfrontal,ctx-lh-superiortemporal,140,0.8714285714285716,0.8059161413401259,0.9171021098140244
ctx-lh-superiorfrontal,Left-Hippocampus,80,0.85,0.7558677143867665,0.9120595949383645
ctx-lh-superiorfrontal,ctx-lh-parahippocampal,20,0.8,0.5839825677481064,0.919342337420202
ctx-lh-superiorfrontal,ctx-lh-fusiform,40,0.8,0.652426936536005,0.895000102745623
ctx-lh-superiorfrontal,ctx-lh-parsopercularis,100,0.8100000000000002,0.7222115462093562,0.8748524849023126
ctx-lh-superiorfrontal,ctx-lh-isthmuscingulate,40,0.75,0.5980603857923197,0.858128813609037
ctx-lh-superiorfrontal,ctx-lh-inferiorparietal,40,0.775,0.6249690325768998,0.8768390867645927
ctx-lh-superiorfrontal,ctx-lh-supramarginal,60,0.8,0.6821819419437211,0.8817149467710251
ctx-lh-superiorfrontal,ctx-lh-transversetemporal,20,0.75,0.5312991223812559,0.8881382985923344
ctx-lh-superiorfrontal,ctx-lh-postcentral,40,0.85,0.7092767563351029,0.9293881228267965
ctx-lh-superiorfrontal,ctx-lh-medialorbitofrontal,20,0.85,0.639581135259243,0.9476312541037833
ctx-lh-superiorfrontal,ctx-lh-rostralanteriorcingulate,60,0.7666666666666667,0.6456372962239805,0.8556043826335717
ctx-lh-superiorfrontal,ctx-rh-rostralanteriorcingulate,80,0.825,0.7274245802116865,0.8927936355902206
ctx-lh-superiorfrontal,ctx-rh-superiorfrontal,240,0.9291666666666668,0.8895031557540064,0.9553080629628224
ctx-lh-superiorfrontal,ctx-lh-caudalanteriorcingulate,20,0.75,0.5312991223812559,0.8881382985923344
ctx-lh-superiorfrontal,Right-Cerebral-White-Matter,20,0.75,0.5312991223812559,0.8881382985923344
ctx-lh-superiorfrontal,ctx-rh-caudalanteriorcingulate,20,0.6,0.3865815007622531,0.781193467627183
ctx-lh-superiorfrontal,ctx-lh-posteriorcingulate,20,0.65,0.43285427668523624,0.818808175898918
ctx-lh-superiorfrontal,ctx-rh-posteriorcingulate,40,0.8,0.652426936536005,0.895000102745623
ctx-rh-medialorbitofrontal,ctx-rh-superiorfrontal,24,0.8300000000000001,0.6414692935030094,0.9332132367136706
ctx-rh-rostralanteriorcingulate,ctx-lh-insula,40,0.825,0.6805000966821227,0.9125458625396409
ctx-rh-rostralanteriorcingulate,ctx-lh-superiortemporal,56,0.8212121212121213,0.7015881796334894,0.900001432475877
ctx-rh-rostralanteriorcingulate,ctx-lh-lateralorbitofrontal,72,0.818095238095238,0.7151965826080176,0.891331834899801
ctx-rh-rostralanteriorcingulate,ctx-lh-parstriangularis,40,0.775,0.6249690325768998,0.8768390867645927
ctx-rh-rostralanteriorcingulate,ctx-lh-parsopercularis,40,0.8,0.652426936536005,0.895000102745623
ctx-rh-rostralanteriorcingulate,ctx-lh-supramarginal,24,0.75,0.5510055599484599,0.88000633771405
ctx-rh-rostralanteriorcingulate,ctx-lh-rostralanteriorcingulate,24,0.64,0.42709962442674265,0.7884063244045123
ctx-rh-rostralanteriorcingulate,ctx-lh-superiorfrontal,80,0.8,0.6995375627182917,0.8729715595603921
ctx-rh-superiorfrontal,ctx-lh-entorhinal,24,0.7,0.5083230633550336,0.8508535180303914
ctx-rh-superiorfrontal,ctx-lh-insula,120,0.8583333333333332,0.7848050551014282,0.9096312089651676
ctx-rh-superiorfrontal,ctx-lh-superiortemporal,168,0.9046345811051694,0.8509014826441582,0.9405256905964249
ctx-rh-superiorfrontal,ctx-lh-lateralorbitofrontal,216,0.8979915433403806,0.8506093749352146,0.9317726239955952
ctx-rh-superiorfrontal,ctx-lh-parstriangularis,120,0.8666666666666668,0.7943520342531573,0.9162339103731271
ctx-rh-superiorfrontal,ctx-lh-parsopercularis,120,0.9333333333333332,0.8739486959646967,0.9658346931390938
ctx-rh-superiorfrontal,ctx-lh-isthmuscingulate,48,0.7911111111111111,0.6574109872738206,0.882697270420944
ctx-rh-superiorfrontal,ctx-lh-inferiorparietal,48,0.8711111111111111,0.7529954171361316,0.9414294856142803
ctx-rh-superiorfrontal,ctx-lh-supramarginal,72,0.8885714285714286,0.7957706176633595,0.9426118036505066
ctx-rh-superiorfrontal,ctx-lh-transversetemporal,24,0.75,0.5510055599484599,0.88000633771405
ctx-rh-superiorfrontal,ctx-lh-precentral,48,0.7933333333333332,0.6574109872738206,0.882697270420944
ctx-rh-superiorfrontal,ctx-lh-postcentral,48,0.7911111111111111,0.6574109872738206,0.882697270420944
ctx-rh-superiorfrontal,ctx-lh-medialorbitofrontal,24,0.9199999999999999,0.741511978067893,0.9768411847029567
ctx-rh-superiorfrontal,ctx-lh-rostralanteriorcingulate,72,0.8895238095238096,0.7957706176633595,0.9426118036505066
ctx-rh-superiorfrontal,ctx-lh-superiorfrontal,240,0.925,0.8845739334081344,0.9520352346415408
ctx-rh-superiorfrontal,ctx-rh-medialorbitofrontal,24,0.71,0.5083230633550336,0.8508535180303914
ctx-rh-superiorfrontal,ctx-lh-caudalanteriorcingulate,24,0.74,0.5510055599484599,0.88000633771405
ctx-rh-superiorfrontal,Right-Cerebral-White-Matter,24,0.7,0.5083230633550336,0.8508535180303914
ctx-rh-superiorfrontal,ctx-lh-posteriorcingulate,24,0.8300000000000001,0.6414692935030094,0.9332132367136706
ctx-rh-superiorfrontal,ctx-rh-posteriorcingulate,48,0.768888888888889,0.6346073590999655,0.8669217373308877
ctx-lh-caudalanteriorcingulate,ctx-lh-superiorfrontal,20,0.85,0.639581135259243,0.9476312541037833
ctx-lh-caudalanteriorcingulate,ctx-rh-superiorfrontal,24,0.75,0.5510055599484599,0.88000633771405
Right-Cerebral-White-Matter,ctx-lh-superiorfrontal,20,0.65,0.43285427668523624,0.818808175898918
Right-Cerebral-White-Matter,ctx-rh-superiorfrontal,24,0.7100000000000001,0.5083230633550336,0.8508535180303914
ctx-rh-caudalanteriorcingulate,ctx-lh-superiorfrontal,20,0.95,0.7638688065532577,0.9911185511992044
ctx-lh-posteriorcingulate,ctx-lh-insula,34,0.8476190476190476,0.6987194350454783,0.9355055855521753
ctx-lh-posteriorcingulate,ctx-lh-superiortemporal,32,0.8047619047619048,0.6469084479862404,0.9111045531043405
ctx-lh-posteriorcingulate,ctx-lh-isthmuscingulate,28,0.82,0.6440857521065705,0.9212149805439572
ctx-lh-posteriorcingulate,ctx-lh-inferiorparietal,58,0.7924242424242426,0.6723078207851659,0.8774851603050945
ctx-lh-posteriorcingulate,ctx-lh-postcentral,40,0.775,0.6249690325768998,0.8768390867645927
ctx-lh-posteriorcingulate,ctx-lh-superiorfrontal,20,0.95,0.7638688065532577,0.9911185511992044
ctx-lh-posteriorcingulate,ctx-rh-superiorfrontal,24,0.6599999999999999,0.46706316838131734,0.8202780967270225
ctx-lh-posteriorcingulate,ctx-lh-posteriorcingulate,20,0.6,0.3865815007622531,0.781193467627183
ctx-rh-posteriorcingulate,ctx-lh-insula,20,0.75,0.5312991223812559,0.8881382985923344
ctx-rh-posteriorcingulate,ctx-lh-superiortemporal,28,0.76,0.5664432968100103,0.8732350508070669
ctx-rh-posteriorcingulate,ctx-lh-middletemporal,36,0.8071428571428572,0.6497195700482261,0.9024690458107127
ctx-rh-posteriorcingulate,ctx-lh-lateralorbitofrontal,36,0.7500000000000001,0.5892954623327165,0.8624952233700518
ctx-rh-posteriorcingulate,ctx-lh-parstriangularis,20,0.7,0.48102718164647645,0.8545227551323957
ctx-rh-posteriorcingulate,ctx-lh-parsopercularis,20,0.55,0.34208534245034233,0.7418021417443759
ctx-rh-posteriorcingulate,ctx-lh-superiorfrontal,40,0.8,0.652426936536005,0.895000102745623
ctx-rh-posteriorcingulate,ctx-rh-superiorfrontal,48,0.8533333333333333,0.728328234752537,0.9275175067339629
ctx-lh-lateraloccipital,ctx-lh-inferiorparietal,36,0.7250000000000001,0.5600751000260289,0.841516620598654
ctx-lh-lateraloccipital,ctx-lh-postcentral,24,0.67,0.46706316838131734,0.8202780967270225
ctx-lh-lateraloccipital,ctx-lh-superiorparietal,24,0.8400000000000001,0.6414692935030094,0.9332132367136706
ctx-lh-inferiorparietal,ctx-lh-lateraloccipital,36,0.7785714285714286,0.6191529705388181,0.8828366802420353
ctx-lh-inferiorparietal,ctx-lh-superiorparietal,108,0.8415584415584416,0.7623129098457861,0.899337973290832
ctx-lh-inferiorparietal,ctx-lh-paracentral,72,0.7914285714285715,0.6843073658064066,0.869479450178993
ctx-lh-insula,ctx-lh-superiorparietal,48,0.828888888888889,0.7042217159874441,0.9130448642351444
ctx-lh-insula,ctx-lh-paracentral,32,0.8476190476190476,0.682458504024696,0.9313557971749429
ctx-lh-postcentral,ctx-lh-lateraloccipital,24,0.75,0.5510055599484599,0.88000633771405
ctx-lh-postcentral,ctx-lh-superiorparietal,72,0.8171428571428571,0.7151965826080176,0.891331834899801
ctx-lh-postcentral,ctx-lh-paracentral,48,0.8533333333333333,0.728328234752537,0.9275175067339629
ctx-lh-superiortemporal,ctx-lh-superiorparietal,36,0.8357142857142857,0.6810920568872053,0.921295524049819
ctx-lh-superiortemporal,ctx-lh-paracentral,24,0.76,0.5510055599484599,0.88000633771405
ctx-lh-posteriorcingulate,ctx-lh-superiorparietal,36,0.8071428571428572,0.6497195700482261,0.9024690458107127
ctx-lh-posteriorcingulate,ctx-lh-paracentral,24,0.79,0.5952954674681133,0.9075517464714814
ctx-lh-isthmuscingulate,ctx-lh-superiorparietal,48,0.8333333333333333,0.7042217159874441,0.9130448642351444
ctx-lh-isthmuscingulate,ctx-lh-paracentral,32,0.7095238095238094,0.5462549057408341,0.8443541950225724
ctx-lh-superiorparietal,ctx-lh-lateraloccipital,24,0.62,0.42709962442674265,0.7884063244045123
ctx-lh-superiorparietal,ctx-lh-inferiorparietal,108,0.8974025974025974,0.8267749385359172,0.9421706824066393
ctx-lh-superiorparietal,ctx-lh-insula,48,0.8755555555555556,0.7529954171361316,0.9414294856142803
ctx-lh-superiorparietal,ctx-lh-postcentral,72,0.9047619047619048,0.8126495420487314,0.9521036800263443
ctx-lh-superiorparietal,ctx-lh-superiortemporal,36,0.6892857142857143,0.5314372714948966,0.8199554840517008
ctx-lh-superiorparietal,ctx-lh-posteriorcingulate,36,0.7464285714285714,0.5892954623327165,0.8624952233700518
ctx-lh-superiorparietal,ctx-lh-isthmuscingulate,48,0.831111111111111,0.7042217159874441,0.9130448642351444
ctx-lh-superiorparietal,ctx-lh-paracentral,48,0.8177777777777777,0.680601328507153,0.8980860904515235
ctx-lh-superiorparietal,ctx-lh-precentral,24,0.74,0.5510055599484599,0.88000633771405
ctx-lh-paracentral,ctx-lh-inferiorparietal,72,0.7923809523809523,0.6843073658064066,0.869479450178993
ctx-lh-paracentral,ctx-lh-insula,32,0.7238095238095238,0.5462549057408341,0.8443541950225724
ctx-lh-paracentral,ctx-lh-postcentral,48,0.828888888888889,0.7042217159874441,0.9130448642351444
ctx-lh-paracentral,ctx-lh-superiortemporal,24,0.79,0.5952954674681133,0.9075517464714814
ctx-lh-paracentral,ctx-lh-posteriorcingulate,24,0.8300000000000001,0.6414692935030094,0.9332132367136706
ctx-lh-paracentral,ctx-lh-isthmuscingulate,32,0.7142857142857142,0.5462549057408341,0.8443541950225724
ctx-lh-paracentral,ctx-lh-superiorparietal,48,0.8955555555555555,0.7783257830561368,0.9546782809581869
ctx-lh-paracentral,ctx-lh-paracentral,32,0.8476190476190476,0.682458504024696,0.9313557971749429
ctx-lh-precentral,ctx-lh-superiorparietal,24,0.76,0.5510055599484599,0.88000633771405
